cell_type,sex,ann_level_4,0
epithelial cell of alveolus of lung,male,Deuterosomal,0
epithelial cell of alveolus of lung,male,EC aerocyte capillary,0
epithelial cell of alveolus of lung,male,EC general capillary,0
epithelial cell of alveolus of lung,male,EC venous pulmonary,0
epithelial cell of alveolus of lung,male,EC venous systemic,0
epithelial cell of alveolus of lung,male,Goblet,0
epithelial cell of alveolus of lung,male,Hillock-like,0
epithelial cell of alveolus of lung,male,Interstitial macrophages,0
epithelial cell of alveolus of lung,male,Ionocyte,0
epithelial cell of alveolus of lung,male,Migratory DCs,0
epithelial cell of alveolus of lung,male,Multiciliated,0
epithelial cell of alveolus of lung,male,NK cells,0
epithelial cell of alveolus of lung,male,Neuroendocrine,0
epithelial cell of alveolus of lung,male,Non-classical monocytes,0
epithelial cell of alveolus of lung,male,None,0
epithelial cell of alveolus of lung,male,Peribronchial fibroblasts,0
epithelial cell of alveolus of lung,male,Pericytes,0
epithelial cell of alveolus of lung,male,Plasma cells,0
epithelial cell of alveolus of lung,male,Plasmacytoid DCs,0
epithelial cell of alveolus of lung,male,SMG duct,0
epithelial cell of alveolus of lung,male,SMG mucous,0
epithelial cell of alveolus of lung,male,SMG serous,0
epithelial cell of alveolus of lung,male,Subpleural fibroblasts,0
epithelial cell of alveolus of lung,male,Suprabasal,0
epithelial cell of alveolus of lung,male,T cells proliferating,0
epithelial cell of alveolus of lung,male,Transitional Club-AT2,496
epithelial cell of alveolus of lung,male,Tuft,0
tracheobronchial serous cell,female,AT2 proliferating,0
tracheobronchial serous cell,female,Adventitial fibroblasts,0
tracheobronchial serous cell,female,Alveolar fibroblasts,0
tracheobronchial serous cell,female,Alveolar macrophages,0
tracheobronchial serous cell,female,B cells,0
tracheobronchial serous cell,female,Basal resting,0
tracheobronchial serous cell,female,CD4 T cells,0
tracheobronchial serous cell,female,CD8 T cells,0
tracheobronchial serous cell,female,Classical monocytes,0
tracheobronchial serous cell,female,Club,0
tracheobronchial serous cell,female,DC1,0
tracheobronchial serous cell,female,DC2,0
tracheobronchial serous cell,female,Deuterosomal,0
tracheobronchial serous cell,female,EC aerocyte capillary,0
tracheobronchial serous cell,female,EC general capillary,0
tracheobronchial serous cell,female,EC venous pulmonary,0
tracheobronchial serous cell,female,EC venous systemic,0
tracheobronchial serous cell,female,Goblet,0
tracheobronchial serous cell,female,Hillock-like,0
tracheobronchial serous cell,female,Interstitial macrophages,0
tracheobronchial serous cell,female,Ionocyte,0
tracheobronchial serous cell,female,Migratory DCs,0
tracheobronchial serous cell,female,Multiciliated,0
tracheobronchial serous cell,female,NK cells,0
tracheobronchial serous cell,female,Neuroendocrine,0
tracheobronchial serous cell,female,Non-classical monocytes,0
tracheobronchial serous cell,female,None,0
tracheobronchial serous cell,female,Peribronchial fibroblasts,0
tracheobronchial serous cell,female,Pericytes,0
tracheobronchial serous cell,female,Plasma cells,0
tracheobronchial serous cell,female,Plasmacytoid DCs,0
tracheobronchial serous cell,female,SMG duct,0
tracheobronchial serous cell,female,SMG mucous,0
tracheobronchial serous cell,female,SMG serous,292
tracheobronchial serous cell,female,Subpleural fibroblasts,0
tracheobronchial serous cell,female,Suprabasal,0
tracheobronchial serous cell,female,T cells proliferating,0
tracheobronchial serous cell,female,Transitional Club-AT2,0
tracheobronchial serous cell,female,Tuft,0
tracheobronchial serous cell,male,AT2 proliferating,0
tracheobronchial serous cell,male,Adventitial fibroblasts,0
tracheobronchial serous cell,male,Alveolar fibroblasts,0
tracheobronchial serous cell,male,Alveolar macrophages,0
tracheobronchial serous cell,male,B cells,0
tracheobronchial serous cell,male,Basal resting,0
tracheobronchial serous cell,male,CD4 T cells,0
tracheobronchial serous cell,male,CD8 T cells,0
tracheobronchial serous cell,male,Classical monocytes,0
tracheobronchial serous cell,male,Club,0
tracheobronchial serous cell,male,DC1,0
tracheobronchial serous cell,male,DC2,0
tracheobronchial serous cell,male,Deuterosomal,0
tracheobronchial serous cell,male,EC aerocyte capillary,0
tracheobronchial serous cell,male,EC general capillary,0
tracheobronchial serous cell,male,EC venous pulmonary,0
tracheobronchial serous cell,male,EC venous systemic,0
tracheobronchial serous cell,male,Goblet,0
tracheobronchial serous cell,male,Hillock-like,0
tracheobronchial serous cell,male,Interstitial macrophages,0
tracheobronchial serous cell,male,Ionocyte,0
tracheobronchial serous cell,male,Migratory DCs,0
tracheobronchial serous cell,male,Multiciliated,0
tracheobronchial serous cell,male,NK cells,0
tracheobronchial serous cell,male,Neuroendocrine,0
tracheobronchial serous cell,male,Non-classical monocytes,0
tracheobronchial serous cell,male,None,0
tracheobronchial serous cell,male,Peribronchial fibroblasts,0
tracheobronchial serous cell,male,Pericytes,0
tracheobronchial serous cell,male,Plasma cells,0
tracheobronchial serous cell,male,Plasmacytoid DCs,0
tracheobronchial serous cell,male,SMG duct,0
tracheobronchial serous cell,male,SMG mucous,0
tracheobronchial serous cell,male,SMG serous,1125
tracheobronchial serous cell,male,Subpleural fibroblasts,0
tracheobronchial serous cell,male,Suprabasal,0
tracheobronchial serous cell,male,T cells proliferating,0
tracheobronchial serous cell,male,Transitional Club-AT2,0
tracheobronchial serous cell,male,Tuft,0
tracheobronchial goblet cell,female,AT2 proliferating,0
tracheobronchial goblet cell,female,Adventitial fibroblasts,0
tracheobronchial goblet cell,female,Alveolar fibroblasts,0
tracheobronchial goblet cell,female,Alveolar macrophages,0
tracheobronchial goblet cell,female,B cells,0
tracheobronchial goblet cell,female,Basal resting,0
tracheobronchial goblet cell,female,CD4 T cells,0
tracheobronchial goblet cell,female,CD8 T cells,0
tracheobronchial goblet cell,female,Classical monocytes,0
tracheobronchial goblet cell,female,Club,0
tracheobronchial goblet cell,female,DC1,0
tracheobronchial goblet cell,female,DC2,0
tracheobronchial goblet cell,female,Deuterosomal,0
tracheobronchial goblet cell,female,EC aerocyte capillary,0
tracheobronchial goblet cell,female,EC general capillary,0
tracheobronchial goblet cell,female,EC venous pulmonary,0
tracheobronchial goblet cell,female,EC venous systemic,0
tracheobronchial goblet cell,female,Goblet,440
tracheobronchial goblet cell,female,Hillock-like,0
tracheobronchial goblet cell,female,Interstitial macrophages,0
tracheobronchial goblet cell,female,Ionocyte,0
tracheobronchial goblet cell,female,Migratory DCs,0
tracheobronchial goblet cell,female,Multiciliated,0
tracheobronchial goblet cell,female,NK cells,0
tracheobronchial goblet cell,female,Neuroendocrine,0
tracheobronchial goblet cell,female,Non-classical monocytes,0
tracheobronchial goblet cell,female,None,0
tracheobronchial goblet cell,female,Peribronchial fibroblasts,0
tracheobronchial goblet cell,female,Pericytes,0
tracheobronchial goblet cell,female,Plasma cells,0
tracheobronchial goblet cell,female,Plasmacytoid DCs,0
tracheobronchial goblet cell,female,SMG duct,0
tracheobronchial goblet cell,female,SMG mucous,0
tracheobronchial goblet cell,female,SMG serous,0
tracheobronchial goblet cell,female,Subpleural fibroblasts,0
tracheobronchial goblet cell,female,Suprabasal,0
tracheobronchial goblet cell,female,T cells proliferating,0
tracheobronchial goblet cell,female,Transitional Club-AT2,0
tracheobronchial goblet cell,female,Tuft,0
tracheobronchial goblet cell,male,AT2 proliferating,0
tracheobronchial goblet cell,male,Adventitial fibroblasts,0
tracheobronchial goblet cell,male,Alveolar fibroblasts,0
tracheobronchial goblet cell,male,Alveolar macrophages,0
tracheobronchial goblet cell,male,B cells,0
tracheobronchial goblet cell,male,Basal resting,0
tracheobronchial goblet cell,male,CD4 T cells,0
tracheobronchial goblet cell,male,CD8 T cells,0
tracheobronchial goblet cell,male,Classical monocytes,0
tracheobronchial goblet cell,male,Club,0
tracheobronchial goblet cell,male,DC1,0
tracheobronchial goblet cell,male,DC2,0
tracheobronchial goblet cell,male,Deuterosomal,0
tracheobronchial goblet cell,male,EC aerocyte capillary,0
tracheobronchial goblet cell,male,EC general capillary,0
tracheobronchial goblet cell,male,EC venous pulmonary,0
tracheobronchial goblet cell,male,EC venous systemic,0
tracheobronchial goblet cell,male,Goblet,528
tracheobronchial goblet cell,male,Hillock-like,0
tracheobronchial goblet cell,male,Interstitial macrophages,0
tracheobronchial goblet cell,male,Ionocyte,0
tracheobronchial goblet cell,male,Migratory DCs,0
tracheobronchial goblet cell,male,Multiciliated,0
tracheobronchial goblet cell,male,NK cells,0
tracheobronchial goblet cell,male,Neuroendocrine,0
tracheobronchial goblet cell,male,Non-classical monocytes,0
tracheobronchial goblet cell,male,None,0
tracheobronchial goblet cell,male,Peribronchial fibroblasts,0
tracheobronchial goblet cell,male,Pericytes,0
tracheobronchial goblet cell,male,Plasma cells,0
tracheobronchial goblet cell,male,Plasmacytoid DCs,0
tracheobronchial goblet cell,male,SMG duct,0
tracheobronchial goblet cell,male,SMG mucous,0
tracheobronchial goblet cell,male,SMG serous,0
tracheobronchial goblet cell,male,Subpleural fibroblasts,0
tracheobronchial goblet cell,male,Suprabasal,0
tracheobronchial goblet cell,male,T cells proliferating,0
tracheobronchial goblet cell,male,Transitional Club-AT2,0
tracheobronchial goblet cell,male,Tuft,0
tracheobronchial smooth muscle cell,female,AT2 proliferating,0
tracheobronchial smooth muscle cell,female,Adventitial fibroblasts,0
tracheobronchial smooth muscle cell,female,Alveolar fibroblasts,0
tracheobronchial smooth muscle cell,female,Alveolar macrophages,0
tracheobronchial smooth muscle cell,female,B cells,0
tracheobronchial smooth muscle cell,female,Basal resting,0
tracheobronchial smooth muscle cell,female,CD4 T cells,0
tracheobronchial smooth muscle cell,female,CD8 T cells,0
tracheobronchial smooth muscle cell,female,Classical monocytes,0
tracheobronchial smooth muscle cell,female,Club,0
tracheobronchial smooth muscle cell,female,DC1,0
tracheobronchial smooth muscle cell,female,DC2,0
tracheobronchial smooth muscle cell,female,Deuterosomal,0
tracheobronchial smooth muscle cell,female,EC aerocyte capillary,0
tracheobronchial smooth muscle cell,female,EC general capillary,0
tracheobronchial smooth muscle cell,female,EC venous pulmonary,0
tracheobronchial smooth muscle cell,female,EC venous systemic,0
tracheobronchial smooth muscle cell,female,Goblet,0
tracheobronchial smooth muscle cell,female,Hillock-like,0
tracheobronchial smooth muscle cell,female,Interstitial macrophages,0
tracheobronchial smooth muscle cell,female,Ionocyte,0
tracheobronchial smooth muscle cell,female,Migratory DCs,0
tracheobronchial smooth muscle cell,female,Multiciliated,0
tracheobronchial smooth muscle cell,female,NK cells,0
tracheobronchial smooth muscle cell,female,Neuroendocrine,0
tracheobronchial smooth muscle cell,female,Non-classical monocytes,0
tracheobronchial smooth muscle cell,female,None,1411
tracheobronchial smooth muscle cell,female,Peribronchial fibroblasts,0
tracheobronchial smooth muscle cell,female,Pericytes,0
tracheobronchial smooth muscle cell,female,Plasma cells,0
tracheobronchial smooth muscle cell,female,Plasmacytoid DCs,0
tracheobronchial smooth muscle cell,female,SMG duct,0
tracheobronchial smooth muscle cell,female,SMG mucous,0
tracheobronchial smooth muscle cell,female,SMG serous,0
tracheobronchial smooth muscle cell,female,Subpleural fibroblasts,0
tracheobronchial smooth muscle cell,female,Suprabasal,0
tracheobronchial smooth muscle cell,female,T cells proliferating,0
tracheobronchial smooth muscle cell,female,Transitional Club-AT2,0
tracheobronchial smooth muscle cell,female,Tuft,0
tracheobronchial smooth muscle cell,male,AT2 proliferating,0
tracheobronchial smooth muscle cell,male,Adventitial fibroblasts,0
tracheobronchial smooth muscle cell,male,Alveolar fibroblasts,0
tracheobronchial smooth muscle cell,male,Alveolar macrophages,0
tracheobronchial smooth muscle cell,male,B cells,0
tracheobronchial smooth muscle cell,male,Basal resting,0
tracheobronchial smooth muscle cell,male,CD4 T cells,0
tracheobronchial smooth muscle cell,male,CD8 T cells,0
tracheobronchial smooth muscle cell,male,Classical monocytes,0
tracheobronchial smooth muscle cell,male,Club,0
tracheobronchial smooth muscle cell,male,DC1,0
tracheobronchial smooth muscle cell,male,DC2,0
tracheobronchial smooth muscle cell,male,Deuterosomal,0
tracheobronchial smooth muscle cell,male,EC aerocyte capillary,0
tracheobronchial smooth muscle cell,male,EC general capillary,0
tracheobronchial smooth muscle cell,male,EC venous pulmonary,0
tracheobronchial smooth muscle cell,male,EC venous systemic,0
tracheobronchial smooth muscle cell,male,Goblet,0
tracheobronchial smooth muscle cell,male,Hillock-like,0
tracheobronchial smooth muscle cell,male,Interstitial macrophages,0
tracheobronchial smooth muscle cell,male,Ionocyte,0
tracheobronchial smooth muscle cell,male,Migratory DCs,0
tracheobronchial smooth muscle cell,male,Multiciliated,0
tracheobronchial smooth muscle cell,male,NK cells,0
tracheobronchial smooth muscle cell,male,Neuroendocrine,0
tracheobronchial smooth muscle cell,male,Non-classical monocytes,0
tracheobronchial smooth muscle cell,male,None,1585
tracheobronchial smooth muscle cell,male,Peribronchial fibroblasts,0
tracheobronchial smooth muscle cell,male,Pericytes,0
tracheobronchial smooth muscle cell,male,Plasma cells,0
tracheobronchial smooth muscle cell,male,Plasmacytoid DCs,0
tracheobronchial smooth muscle cell,male,SMG duct,0
tracheobronchial smooth muscle cell,male,SMG mucous,0
tracheobronchial smooth muscle cell,male,SMG serous,0
tracheobronchial smooth muscle cell,male,Subpleural fibroblasts,0
tracheobronchial smooth muscle cell,male,Suprabasal,0
tracheobronchial smooth muscle cell,male,T cells proliferating,0
tracheobronchial smooth muscle cell,male,Transitional Club-AT2,0
tracheobronchial smooth muscle cell,male,Tuft,0
lung neuroendocrine cell,female,AT2 proliferating,0
lung neuroendocrine cell,female,Adventitial fibroblasts,0
lung neuroendocrine cell,female,Alveolar fibroblasts,0
lung neuroendocrine cell,female,Alveolar macrophages,0
lung neuroendocrine cell,female,B cells,0
lung neuroendocrine cell,female,Basal resting,0
lung neuroendocrine cell,female,CD4 T cells,0
lung neuroendocrine cell,female,CD8 T cells,0
lung neuroendocrine cell,female,Classical monocytes,0
lung neuroendocrine cell,female,Club,0
lung neuroendocrine cell,female,DC1,0
lung neuroendocrine cell,female,DC2,0
lung neuroendocrine cell,female,Deuterosomal,0
lung neuroendocrine cell,female,EC aerocyte capillary,0
lung neuroendocrine cell,female,EC general capillary,0
lung neuroendocrine cell,female,EC venous pulmonary,0
lung neuroendocrine cell,female,EC venous systemic,0
lung neuroendocrine cell,female,Goblet,0
lung neuroendocrine cell,female,Hillock-like,0
lung neuroendocrine cell,female,Interstitial macrophages,0
lung neuroendocrine cell,female,Ionocyte,0
lung neuroendocrine cell,female,Migratory DCs,0
lung neuroendocrine cell,female,Multiciliated,0
lung neuroendocrine cell,female,NK cells,0
lung neuroendocrine cell,female,Neuroendocrine,73
lung neuroendocrine cell,female,Non-classical monocytes,0
lung neuroendocrine cell,female,None,0
lung neuroendocrine cell,female,Peribronchial fibroblasts,0
lung neuroendocrine cell,female,Pericytes,0
lung neuroendocrine cell,female,Plasma cells,0
lung neuroendocrine cell,female,Plasmacytoid DCs,0
lung neuroendocrine cell,female,SMG duct,0
lung neuroendocrine cell,female,SMG mucous,0
lung neuroendocrine cell,female,SMG serous,0
lung neuroendocrine cell,female,Subpleural fibroblasts,0
lung neuroendocrine cell,female,Suprabasal,0
lung neuroendocrine cell,female,T cells proliferating,0
lung neuroendocrine cell,female,Transitional Club-AT2,0
lung neuroendocrine cell,female,Tuft,0
lung neuroendocrine cell,male,AT2 proliferating,0
lung neuroendocrine cell,male,Adventitial fibroblasts,0
lung neuroendocrine cell,male,Alveolar fibroblasts,0
lung neuroendocrine cell,male,Alveolar macrophages,0
lung neuroendocrine cell,male,B cells,0
lung neuroendocrine cell,male,Basal resting,0
lung neuroendocrine cell,male,CD4 T cells,0
lung neuroendocrine cell,male,CD8 T cells,0
lung neuroendocrine cell,male,Classical monocytes,0
lung neuroendocrine cell,male,Club,0
lung neuroendocrine cell,male,DC1,0
lung neuroendocrine cell,male,DC2,0
lung neuroendocrine cell,male,Deuterosomal,0
lung neuroendocrine cell,male,EC aerocyte capillary,0
lung neuroendocrine cell,male,EC general capillary,0
lung neuroendocrine cell,male,EC venous pulmonary,0
lung neuroendocrine cell,male,EC venous systemic,0
lung neuroendocrine cell,male,Goblet,0
lung neuroendocrine cell,male,Hillock-like,0
lung neuroendocrine cell,male,Interstitial macrophages,0
lung neuroendocrine cell,male,Ionocyte,0
lung neuroendocrine cell,male,Migratory DCs,0
lung neuroendocrine cell,male,Multiciliated,0
lung neuroendocrine cell,male,NK cells,0
lung neuroendocrine cell,male,Neuroendocrine,86
lung neuroendocrine cell,male,Non-classical monocytes,0
lung neuroendocrine cell,male,None,0
lung neuroendocrine cell,male,Peribronchial fibroblasts,0
lung neuroendocrine cell,male,Pericytes,0
lung neuroendocrine cell,male,Plasma cells,0
lung neuroendocrine cell,male,Plasmacytoid DCs,0
lung neuroendocrine cell,male,SMG duct,0
lung neuroendocrine cell,male,SMG mucous,0
lung neuroendocrine cell,male,SMG serous,0
lung neuroendocrine cell,male,Subpleural fibroblasts,0
lung neuroendocrine cell,male,Suprabasal,0
lung neuroendocrine cell,male,T cells proliferating,0
lung neuroendocrine cell,male,Transitional Club-AT2,0
lung neuroendocrine cell,male,Tuft,0
bronchial goblet cell,female,AT2 proliferating,0
bronchial goblet cell,female,Adventitial fibroblasts,0
bronchial goblet cell,female,Alveolar fibroblasts,0
bronchial goblet cell,female,Alveolar macrophages,0
bronchial goblet cell,female,B cells,0
bronchial goblet cell,female,Basal resting,0
bronchial goblet cell,female,CD4 T cells,0
bronchial goblet cell,female,CD8 T cells,0
bronchial goblet cell,female,Classical monocytes,0
bronchial goblet cell,female,Club,0
bronchial goblet cell,female,DC1,0
bronchial goblet cell,female,DC2,0
bronchial goblet cell,female,Deuterosomal,0
bronchial goblet cell,female,EC aerocyte capillary,0
bronchial goblet cell,female,EC general capillary,0
bronchial goblet cell,female,EC venous pulmonary,0
bronchial goblet cell,female,EC venous systemic,0
bronchial goblet cell,female,Goblet,521
bronchial goblet cell,female,Hillock-like,0
bronchial goblet cell,female,Interstitial macrophages,0
bronchial goblet cell,female,Ionocyte,0
bronchial goblet cell,female,Migratory DCs,0
bronchial goblet cell,female,Multiciliated,0
bronchial goblet cell,female,NK cells,0
bronchial goblet cell,female,Neuroendocrine,0
bronchial goblet cell,female,Non-classical monocytes,0
bronchial goblet cell,female,None,0
bronchial goblet cell,female,Peribronchial fibroblasts,0
bronchial goblet cell,female,Pericytes,0
bronchial goblet cell,female,Plasma cells,0
bronchial goblet cell,female,Plasmacytoid DCs,0
bronchial goblet cell,female,SMG duct,0
bronchial goblet cell,female,SMG mucous,0
bronchial goblet cell,female,SMG serous,0
bronchial goblet cell,female,Subpleural fibroblasts,0
bronchial goblet cell,female,Suprabasal,0
bronchial goblet cell,female,T cells proliferating,0
bronchial goblet cell,female,Transitional Club-AT2,0
bronchial goblet cell,female,Tuft,0
bronchial goblet cell,male,AT2 proliferating,0
bronchial goblet cell,male,Adventitial fibroblasts,0
bronchial goblet cell,male,Alveolar fibroblasts,0
bronchial goblet cell,male,Alveolar macrophages,0
bronchial goblet cell,male,B cells,0
bronchial goblet cell,male,Basal resting,0
bronchial goblet cell,male,CD4 T cells,0
bronchial goblet cell,male,CD8 T cells,0
bronchial goblet cell,male,Classical monocytes,0
bronchial goblet cell,male,Club,0
bronchial goblet cell,male,DC1,0
bronchial goblet cell,male,DC2,0
bronchial goblet cell,male,Deuterosomal,0
bronchial goblet cell,male,EC aerocyte capillary,0
bronchial goblet cell,male,EC general capillary,0
bronchial goblet cell,male,EC venous pulmonary,0
bronchial goblet cell,male,EC venous systemic,0
bronchial goblet cell,male,Goblet,1149
bronchial goblet cell,male,Hillock-like,0
bronchial goblet cell,male,Interstitial macrophages,0
bronchial goblet cell,male,Ionocyte,0
bronchial goblet cell,male,Migratory DCs,0
bronchial goblet cell,male,Multiciliated,0
bronchial goblet cell,male,NK cells,0
bronchial goblet cell,male,Neuroendocrine,0
bronchial goblet cell,male,Non-classical monocytes,0
bronchial goblet cell,male,None,0
bronchial goblet cell,male,Peribronchial fibroblasts,0
bronchial goblet cell,male,Pericytes,0
bronchial goblet cell,male,Plasma cells,0
bronchial goblet cell,male,Plasmacytoid DCs,0
bronchial goblet cell,male,SMG duct,0
bronchial goblet cell,male,SMG mucous,0
bronchial goblet cell,male,SMG serous,0
bronchial goblet cell,male,Subpleural fibroblasts,0
bronchial goblet cell,male,Suprabasal,0
bronchial goblet cell,male,T cells proliferating,0
bronchial goblet cell,male,Transitional Club-AT2,0
bronchial goblet cell,male,Tuft,0
pulmonary artery endothelial cell,female,AT2 proliferating,0
pulmonary artery endothelial cell,female,Adventitial fibroblasts,0
pulmonary artery endothelial cell,female,Alveolar fibroblasts,0
pulmonary artery endothelial cell,female,Alveolar macrophages,0
pulmonary artery endothelial cell,female,B cells,0
pulmonary artery endothelial cell,female,Basal resting,0
pulmonary artery endothelial cell,female,CD4 T cells,0
pulmonary artery endothelial cell,female,CD8 T cells,0
pulmonary artery endothelial cell,female,Classical monocytes,0
pulmonary artery endothelial cell,female,Club,0
pulmonary artery endothelial cell,female,DC1,0
pulmonary artery endothelial cell,female,DC2,0
pulmonary artery endothelial cell,female,Deuterosomal,0
pulmonary artery endothelial cell,female,EC aerocyte capillary,0
pulmonary artery endothelial cell,female,EC general capillary,0
pulmonary artery endothelial cell,female,EC venous pulmonary,0
pulmonary artery endothelial cell,female,EC venous systemic,0
pulmonary artery endothelial cell,female,Goblet,0
pulmonary artery endothelial cell,female,Hillock-like,0
pulmonary artery endothelial cell,female,Interstitial macrophages,0
pulmonary artery endothelial cell,female,Ionocyte,0
pulmonary artery endothelial cell,female,Migratory DCs,0
pulmonary artery endothelial cell,female,Multiciliated,0
pulmonary artery endothelial cell,female,NK cells,0
pulmonary artery endothelial cell,female,Neuroendocrine,0
pulmonary artery endothelial cell,female,Non-classical monocytes,0
pulmonary artery endothelial cell,female,None,1552
pulmonary artery endothelial cell,female,Peribronchial fibroblasts,0
pulmonary artery endothelial cell,female,Pericytes,0
pulmonary artery endothelial cell,female,Plasma cells,0
pulmonary artery endothelial cell,female,Plasmacytoid DCs,0
pulmonary artery endothelial cell,female,SMG duct,0
pulmonary artery endothelial cell,female,SMG mucous,0
pulmonary artery endothelial cell,female,SMG serous,0
pulmonary artery endothelial cell,female,Subpleural fibroblasts,0
pulmonary artery endothelial cell,female,Suprabasal,0
pulmonary artery endothelial cell,female,T cells proliferating,0
pulmonary artery endothelial cell,female,Transitional Club-AT2,0
pulmonary artery endothelial cell,female,Tuft,0
pulmonary artery endothelial cell,male,AT2 proliferating,0
pulmonary artery endothelial cell,male,Adventitial fibroblasts,0
pulmonary artery endothelial cell,male,Alveolar fibroblasts,0
pulmonary artery endothelial cell,male,Alveolar macrophages,0
pulmonary artery endothelial cell,male,B cells,0
pulmonary artery endothelial cell,male,Basal resting,0
pulmonary artery endothelial cell,male,CD4 T cells,0
pulmonary artery endothelial cell,male,CD8 T cells,0
pulmonary artery endothelial cell,male,Classical monocytes,0
pulmonary artery endothelial cell,male,Club,0
pulmonary artery endothelial cell,male,DC1,0
pulmonary artery endothelial cell,male,DC2,0
pulmonary artery endothelial cell,male,Deuterosomal,0
pulmonary artery endothelial cell,male,EC aerocyte capillary,0
pulmonary artery endothelial cell,male,EC general capillary,0
pulmonary artery endothelial cell,male,EC venous pulmonary,0
pulmonary artery endothelial cell,male,EC venous systemic,0
pulmonary artery endothelial cell,male,Goblet,0
pulmonary artery endothelial cell,male,Hillock-like,0
pulmonary artery endothelial cell,male,Interstitial macrophages,0
pulmonary artery endothelial cell,male,Ionocyte,0
pulmonary artery endothelial cell,male,Migratory DCs,0
pulmonary artery endothelial cell,male,Multiciliated,0
pulmonary artery endothelial cell,male,NK cells,0
pulmonary artery endothelial cell,male,Neuroendocrine,0
pulmonary artery endothelial cell,male,Non-classical monocytes,0
pulmonary artery endothelial cell,male,None,5839
pulmonary artery endothelial cell,male,Peribronchial fibroblasts,0
pulmonary artery endothelial cell,male,Pericytes,0
pulmonary artery endothelial cell,male,Plasma cells,0
pulmonary artery endothelial cell,male,Plasmacytoid DCs,0
pulmonary artery endothelial cell,male,SMG duct,0
pulmonary artery endothelial cell,male,SMG mucous,0
pulmonary artery endothelial cell,male,SMG serous,0
pulmonary artery endothelial cell,male,Subpleural fibroblasts,0
pulmonary artery endothelial cell,male,Suprabasal,0
pulmonary artery endothelial cell,male,T cells proliferating,0
pulmonary artery endothelial cell,male,Transitional Club-AT2,0
pulmonary artery endothelial cell,male,Tuft,0
lung macrophage,female,AT2 proliferating,0
lung macrophage,female,Adventitial fibroblasts,0
lung macrophage,female,Alveolar fibroblasts,0
lung macrophage,female,Alveolar macrophages,0
lung macrophage,female,B cells,0
lung macrophage,female,Basal resting,0
lung macrophage,female,CD4 T cells,0
lung macrophage,female,CD8 T cells,0
lung macrophage,female,Classical monocytes,0
lung macrophage,female,Club,0
lung macrophage,female,DC1,0
lung macrophage,female,DC2,0
lung macrophage,female,Deuterosomal,0
lung macrophage,female,EC aerocyte capillary,0
lung macrophage,female,EC general capillary,0
lung macrophage,female,EC venous pulmonary,0
lung macrophage,female,EC venous systemic,0
lung macrophage,female,Goblet,0
lung macrophage,female,Hillock-like,0
lung macrophage,female,Interstitial macrophages,837
lung macrophage,female,Ionocyte,0
lung macrophage,female,Migratory DCs,0
lung macrophage,female,Multiciliated,0
lung macrophage,female,NK cells,0
lung macrophage,female,Neuroendocrine,0
lung macrophage,female,Non-classical monocytes,0
lung macrophage,female,None,0
lung macrophage,female,Peribronchial fibroblasts,0
lung macrophage,female,Pericytes,0
lung macrophage,female,Plasma cells,0
lung macrophage,female,Plasmacytoid DCs,0
lung macrophage,female,SMG duct,0
lung macrophage,female,SMG mucous,0
lung macrophage,female,SMG serous,0
lung macrophage,female,Subpleural fibroblasts,0
lung macrophage,female,Suprabasal,0
lung macrophage,female,T cells proliferating,0
lung macrophage,female,Transitional Club-AT2,0
lung macrophage,female,Tuft,0
lung macrophage,male,AT2 proliferating,0
lung macrophage,male,Adventitial fibroblasts,0
lung macrophage,male,Alveolar fibroblasts,0
lung macrophage,male,Alveolar macrophages,0
lung macrophage,male,B cells,0
lung macrophage,male,Basal resting,0
lung macrophage,male,CD4 T cells,0
lung macrophage,male,CD8 T cells,0
lung macrophage,male,Classical monocytes,0
lung macrophage,male,Club,0
lung macrophage,male,DC1,0
lung macrophage,male,DC2,0
lung macrophage,male,Deuterosomal,0
lung macrophage,male,EC aerocyte capillary,0
lung macrophage,male,EC general capillary,0
lung macrophage,male,EC venous pulmonary,0
lung macrophage,male,EC venous systemic,0
lung macrophage,male,Goblet,0
lung macrophage,male,Hillock-like,0
lung macrophage,male,Interstitial macrophages,3968
lung macrophage,male,Ionocyte,0
lung macrophage,male,Migratory DCs,0
lung macrophage,male,Multiciliated,0
lung macrophage,male,NK cells,0
lung macrophage,male,Neuroendocrine,0
lung macrophage,male,Non-classical monocytes,0
lung macrophage,male,None,0
lung macrophage,male,Peribronchial fibroblasts,0
lung macrophage,male,Pericytes,0
lung macrophage,male,Plasma cells,0
lung macrophage,male,Plasmacytoid DCs,0
lung macrophage,male,SMG duct,0
lung macrophage,male,SMG mucous,0
lung macrophage,male,SMG serous,0
lung macrophage,male,Subpleural fibroblasts,0
lung macrophage,male,Suprabasal,0
lung macrophage,male,T cells proliferating,0
lung macrophage,male,Transitional Club-AT2,0
lung macrophage,male,Tuft,0
bronchus fibroblast of lung,female,AT2 proliferating,0
bronchus fibroblast of lung,female,Adventitial fibroblasts,0
bronchus fibroblast of lung,female,Alveolar fibroblasts,0
bronchus fibroblast of lung,female,Alveolar macrophages,0
bronchus fibroblast of lung,female,B cells,0
bronchus fibroblast of lung,female,Basal resting,0
bronchus fibroblast of lung,female,CD4 T cells,0
bronchus fibroblast of lung,female,CD8 T cells,0
bronchus fibroblast of lung,female,Classical monocytes,0
bronchus fibroblast of lung,female,Club,0
bronchus fibroblast of lung,female,DC1,0
